review_id,title,pros,cons,rating,date,job_title,location,employmentStatus,text,us_flag,us_flag_reason
100625041,you can find the type of work industry people you want to work in,you can find the type of work industry people you want to work in,lots of overhead politics and structure that can make simple things complicated,5.0,2025-10-13,Consultant,"San Diego, CA",REGULAR,you can find the type of work industry people you want to work in you can find the type of work industry people you want to work in lots of overhead politics and structure that can make simple things complicated,US,state_code:CA
100616652,Remote work supportive colleagues flexible PTO,remote work supportive colleagues flexible pto,workload can be extremely boring and long hours,4.0,2025-10-13,SAP Consultant,"Tampa, FL",REGULAR,Remote work supportive colleagues flexible PTO remote work supportive colleagues flexible pto workload can be extremely boring and long hours,US,state_code:FL
100605796,Flexibility Community Benefits are great,flexibility community benefits are great,pay is okay not a hugely profitable firm anymore,4.0,2025-10-12,Engagement Financial Advisor (EFA) Analyst,"Houston, TX",REGULAR,Flexibility Community Benefits are great flexibility community benefits are great pay is okay not a hugely profitable firm anymore,US,state_code:TX
100604322,Work from home Lack of career ladder,work from home lack of career ladder,project dependent with little job security,3.0,2025-10-12,Project Delivery Specialist,"Washington, DC",REGULAR,Work from home Lack of career ladder work from home lack of career ladder project dependent with little job security,US,state_code:DC
100602471,Opportunity to work on really cool problems,opportunity to work on really cool problems,work life balance isn't great,4.0,2025-10-12,Senior Consultant,"New York, NY",REGULAR,Opportunity to work on really cool problems opportunity to work on really cool problems work life balance isn't great,US,state_code:NY
100587740,Great for networking and able to learn a lot,great for networking and able to learn a lot,the work life balance could be a lot to handle,4.0,2025-10-11,Supply Chain Consultant,"Arlington, VA",REGULAR,Great for networking and able to learn a lot great for networking and able to learn a lot the work life balance could be a lot to handle,US,state_code:VA
100584377,Classic consulting experience travel work with clients mix of industries,classic consulting experience - travel work with clients mix of industries,low talent density fun strategic projects e g cdds are rare as it's dominated by mbb,2.0,2025-10-11,Strategy Analyst,"New York, NY",REGULAR,Classic consulting experience travel work with clients mix of industries classic consulting experience - travel work with clients mix of industries low talent density fun strategic projects e g cdds are rare as it's dominated by mbb,US,state_code:NY
100581045,Great colleagues engaging projects if you are in the trendy area AI right now Helpful leaders who have been veterans for decades to guide you Healthy work environment wellness subsidies training Great for overall career development if you don t want to get stuck in purely technical roles,- great colleagues engaging projects if you are in the trendy area ai right now - helpful leaders who have been veterans for decades to guide you - healthy work environment wellness subsidies training - great for overall career development if you don t want to get stuck in purely technical roles,- literally no organization no planning no foresight nothing - if you like order and system this is the last place to be if you are into product development or technical innovation this is the last place to be - everything is sales based on the most recent shiny object that catches partners eyes - if you are not flexible to pivot quickly you will be stuck in old stale projects that will eventually die and so will your career,4.0,2025-10-10,Manager,"Denver, CO",REGULAR,Great colleagues engaging projects if you are in the trendy area AI right now Helpful leaders who have been veterans for decades to guide you Healthy work environment wellness subsidies training Great for overall career development if you don t want to get stuck in purely technical roles - great colleagues engaging projects if you are in the trendy area ai right now - helpful leaders who have been veterans for decades to guide you - healthy work environment wellness subsidies training - great for overall career development if you don t want to get stuck in purely technical roles - literally no organization no planning no foresight nothing - if you like order and system this is the last place to be if you are into product development or technical innovation this is the last place to be - everything is sales based on the most recent shiny object that catches partners eyes - if you are not flexible to pivot quickly you will be stuck in old stale projects that will eventually die and so will your career,US,state_code:CO
100578931,Great People Challenging Opportunities Fair recognition and acknowledgement,great people challenging opportunities fair recognition and acknowledgement,as a lifer annual salary increases aren't as competitive as incoming experienced hires,4.0,2025-10-10,Manager,"Rosslyn, VA",REGULAR,Great People Challenging Opportunities Fair recognition and acknowledgement great people challenging opportunities fair recognition and acknowledgement as a lifer annual salary increases aren't as competitive as incoming experienced hires,US,state_code:VA
100573080,Pays for certifications and continuing learning Wellness being stipend each fiscal year,- pays for certifications and continuing learning - wellness being stipend each fiscal year,- no support from upper management - no proper communication of the company layout since orientation,3.0,2025-10-10,Solutions Specialist,"Houston, TX",REGULAR,Pays for certifications and continuing learning Wellness being stipend each fiscal year - pays for certifications and continuing learning - wellness being stipend each fiscal year - no support from upper management - no proper communication of the company layout since orientation,US,state_code:TX
100568865,Great development and experience most people care about you great to start a career,great development and experience most people care about you great to start a career,long hours during busy season lower pay compared to other big 4,4.0,2025-10-10,Audit Senior,"New York, NY",REGULAR,Great development and experience most people care about you great to start a career great development and experience most people care about you great to start a career long hours during busy season lower pay compared to other big 4,US,state_code:NY
100561387,Great camaraderie within the team,great camaraderie within the team,if travel is a disadvantage then travel is involved,5.0,2025-10-09,Tax Consultant,"New York, NY",REGULAR,Great camaraderie within the team great camaraderie within the team if travel is a disadvantage then travel is involved,US,state_code:NY
100560685,Good hours lt 60 wk Decent pay Not too demanding,good hours 60 wk decent pay not too demanding,no ability to make more money promotions are rather set moving around internally is tough,3.0,2025-10-09,Consultant,"Denver, CO",REGULAR,Good hours lt 60 wk Decent pay Not too demanding good hours 60 wk decent pay not too demanding no ability to make more money promotions are rather set moving around internally is tough,US,state_code:CO
100559085,Great company high salary and good benefits,great company high salary and good benefits,very limited work life balance,5.0,2025-10-09,Senior Associate,"Morristown, NJ",REGULAR,Great company high salary and good benefits great company high salary and good benefits very limited work life balance,US,state_code:NJ
100558355,Good benefits and generous PTO Firm totally shuts down between Dec 24 and New Years,good benefits and generous pto firm totally shuts down between dec 24 and new years,expectation is to always be available and can be difficult to take time off and really disconnect,4.0,2025-10-09,Contracts Manager,"Arlington, VA",REGULAR,Good benefits and generous PTO Firm totally shuts down between Dec 24 and New Years good benefits and generous pto firm totally shuts down between dec 24 and new years expectation is to always be available and can be difficult to take time off and really disconnect,US,state_code:VA
100557522,Challenging work great people good compensation,challenging work great people good compensation,no stock incentive plan this would make the company perfect,5.0,2025-10-09,Specialist Master,"Washington, DC",REGULAR,Challenging work great people good compensation challenging work great people good compensation no stock incentive plan this would make the company perfect,US,state_code:DC
100553649,Autonomy over projects and hours,autonomy over projects and hours,not always a strong in person environment anymore,5.0,2025-10-09,Consultant,"Rosslyn, VA",REGULAR,Autonomy over projects and hours autonomy over projects and hours not always a strong in person environment anymore,US,state_code:VA
100553030,Great coworkers and work environment,great coworkers and work environment,busy season hours no work life balance new location means longer commute due to higher traffic,3.0,2025-10-09,Senior Tax Consultant,"Morristown, NJ",REGULAR,Great coworkers and work environment great coworkers and work environment busy season hours no work life balance new location means longer commute due to higher traffic,US,state_code:NJ
100552229,exposure to different industries and clients with different use cases and challenges,exposure to different industries and clients with different use cases and challenges,shifting projects doesn't allow us to get too deep i want to build a product and see it evolve and grow time to leave the consulting world,3.0,2025-10-09,Software Engineer (Data),"Atlanta, GA",REGULAR,exposure to different industries and clients with different use cases and challenges exposure to different industries and clients with different use cases and challenges shifting projects doesn't allow us to get too deep i want to build a product and see it evolve and grow time to leave the consulting world,US,state_code:GA
100550113,Network and professional development opportunities Competitive salary,network and professional development opportunities competitive salary,slow project opportunity at times lack of transparency,4.0,2025-10-09,Solution Delivery Analyst,"Houston, TX",REGULAR,Network and professional development opportunities Competitive salary network and professional development opportunities competitive salary slow project opportunity at times lack of transparency,US,state_code:TX
100537650,Experience and networking opportunities are hard to beat anywhere else,experience and networking opportunities are hard to beat anywhere else,very corporate and hard to find colleagues you can really trust and be honest with high level leadership is not at all transparent and use corporate language to downplay difficult topics,3.0,2025-10-08,Consultant,"Salt Lake City, UT",REGULAR,Experience and networking opportunities are hard to beat anywhere else experience and networking opportunities are hard to beat anywhere else very corporate and hard to find colleagues you can really trust and be honest with high level leadership is not at all transparent and use corporate language to downplay difficult topics,US,state_code:UT
100537523,Great flexibility to learn a bunch of new things across multiple industries roles,great flexibility to learn a bunch of new things across multiple industries roles,you work for a massive company that is consulting for other massive companies sometimes you can feel overlooked unimportant in the grand scheme of things,4.0,2025-10-08,Consultant,"San Francisco, CA",REGULAR,Great flexibility to learn a bunch of new things across multiple industries roles great flexibility to learn a bunch of new things across multiple industries roles you work for a massive company that is consulting for other massive companies sometimes you can feel overlooked unimportant in the grand scheme of things,US,state_code:CA
100536861,Decent work life balance but don t feel work is very impactful,decent work life balance but don't feel work is very impactful,pay is not great monotonous work,3.0,2025-10-08,EA Analyst,"Los Angeles, CA",REGULAR,Decent work life balance but don t feel work is very impactful decent work life balance but don't feel work is very impactful pay is not great monotonous work,US,state_code:CA
100535681,1 round gets done in 1 5 hours,1 round gets done in 1 5 hours,stressful and expert presentation report at the end,3.0,2025-10-08,Strategy Analyst,"Dallas, TX",REGULAR,1 round gets done in 1 5 hours 1 round gets done in 1 5 hours stressful and expert presentation report at the end,US,state_code:TX
100534598,it had good pay and the work environment was good,it had good pay and the work environment was good,the tasks themselves were boring at times,5.0,2025-10-08,Analyst,"San Francisco, CA",REGULAR,it had good pay and the work environment was good it had good pay and the work environment was good the tasks themselves were boring at times,US,state_code:CA
100534435,It s fast paced environment with great co workers and learning opportunities,it s fast paced environment with great co workers and learning opportunities,work life balance depends as does your teams,4.0,2025-10-08,Consultant,"New York, NY",REGULAR,It s fast paced environment with great co workers and learning opportunities it s fast paced environment with great co workers and learning opportunities work life balance depends as does your teams,US,state_code:NY
100532484,Cares about my passions and helps me navigate my interests,cares about my passions and helps me navigate my interests,can feel very large at times,5.0,2025-10-08,Senior Consultant,"Los Angeles, CA",REGULAR,Cares about my passions and helps me navigate my interests cares about my passions and helps me navigate my interests can feel very large at times,US,state_code:CA
100528006,Interesting and worthwhile projects plus strong training programs,interesting and worthwhile projects plus strong training programs,workload may be intense at times,5.0,2025-10-08,Senior Solutions Architect,"Gilbert, AZ",REGULAR,Interesting and worthwhile projects plus strong training programs interesting and worthwhile projects plus strong training programs workload may be intense at times,US,state_code:AZ
100525020,The food and extra provided are good,the food and extra provided are good,you will be expected to work from 9 to 6 because lunch doesn't count if you join the all asian team you will burn out,4.0,2025-10-08,Audit Senior Associate,"San Jose, CA",REGULAR,The food and extra provided are good the food and extra provided are good you will be expected to work from 9 to 6 because lunch doesn't count if you join the all asian team you will burn out,US,state_code:CA
100522982,Good work environment and people,good work environment and people,working is as expected as per what i was hired for,5.0,2025-10-08,Contractor,"Cincinnati, OH",REGULAR,Good work environment and people good work environment and people working is as expected as per what i was hired for,US,state_code:OH
100522810,Great benefits as well as connections,great benefits as well as connections,work life balance is non existent,4.0,2025-10-08,Associate,"Hartford, CT",REGULAR,Great benefits as well as connections great benefits as well as connections work life balance is non existent,US,state_code:CT
100510282,Good work life balance and rewarding job,good work life balance and rewarding job,high workload at times but not too much,4.0,2025-10-07,IT Consultant,"South San Francisco, CA",REGULAR,Good work life balance and rewarding job good work life balance and rewarding job high workload at times but not too much,US,state_code:CA
100501871,plenty of travel if desired diverse projects,- plenty of travel if desired - diverse projects,- consulting so lack of expertise in any one area,4.0,2025-10-07,Actuary Manager,"New York, NY",REGULAR,plenty of travel if desired diverse projects - plenty of travel if desired - diverse projects - consulting so lack of expertise in any one area,US,state_code:NY
100501190,Very good pay good PTO for GPS,very good pay good pto for gps,none really i like it,5.0,2025-10-07,Solutions Analyst,"Mechanicsburg, PA",REGULAR,Very good pay good PTO for GPS very good pay good pto for gps none really i like it,US,state_code:PA
100500927,Work life balance good people,work life balance good people,working hours low bonus,4.0,2025-10-07,Audit Senior Associate,"Atlanta, GA",REGULAR,Work life balance good people work life balance good people working hours low bonus,US,state_code:GA
100496105,Benefits culture compensation variety of experiences,benefits culture compensation variety of experiences,small fish in a big pond can be difficult to own your career when you are at the mercy of staffing utilization demands but that is also flexible on economic circumstances,4.0,2025-10-07,Senior Solution Specialist,"Gilbert, AZ",REGULAR,Benefits culture compensation variety of experiences benefits culture compensation variety of experiences small fish in a big pond can be difficult to own your career when you are at the mercy of staffing utilization demands but that is also flexible on economic circumstances,US,state_code:AZ
100494533,Simply amazing to be in this team,simply amazing to be in this team,always the best in everything we do,5.0,2025-10-07,Event Manager,"Tempe, AZ",REGULAR,Simply amazing to be in this team simply amazing to be in this team always the best in everything we do,US,state_code:AZ
100482027,Excellent training with options to develop strong core competencies Cool clients people,excellent training with options to develop strong core competencies cool clients people,wlb can be challenging team project specific,5.0,2025-10-06,Senior Consultant,"Portland, OR",REGULAR,Excellent training with options to develop strong core competencies Cool clients people excellent training with options to develop strong core competencies cool clients people wlb can be challenging team project specific,US,state_code:OR
100480140,Encouraging culture Constructive feedback,- encouraging culture - constructive feedback,- sometimes overworked - hard to grow in one space expected to be jack of all trades,4.0,2025-10-06,Cyber Strategy Analyst,"Rosslyn, VA",REGULAR,Encouraging culture Constructive feedback - encouraging culture - constructive feedback - sometimes overworked - hard to grow in one space expected to be jack of all trades,US,state_code:VA
100474929,Brilliant colleagues mixed in office remote many opportunities to learn new skills generous pay and benefits Deloitte looks great on your resume,brilliant colleagues mixed in office remote many opportunities to learn new skills generous pay and benefits deloitte looks great on your resume,you have to find your own projects networking is essential many people are let go before they are vested in retirement,4.0,2025-10-06,Specialist Master,"Arlington, VA",REGULAR,Brilliant colleagues mixed in office remote many opportunities to learn new skills generous pay and benefits Deloitte looks great on your resume brilliant colleagues mixed in office remote many opportunities to learn new skills generous pay and benefits deloitte looks great on your resume you have to find your own projects networking is essential many people are let go before they are vested in retirement,US,state_code:VA
100474736,good work life balance great culture,good work life balance great culture,low pay limited visa sponsorship,5.0,2025-10-06,Tax Consultant,"New York, NY",REGULAR,good work life balance great culture good work life balance great culture low pay limited visa sponsorship,US,state_code:NY
100471764,Great office team and growth,great office team and growth,long hours for 6 months,4.0,2025-10-06,Tax Senior,"Salt Lake City, UT",REGULAR,Great office team and growth great office team and growth long hours for 6 months,US,state_code:UT
100469642,Good company pay and pto,good company pay and pto,cut throat and need to stand out,5.0,2025-10-06,Financial Analyst,"Florida City, FL",REGULAR,Good company pay and pto good company pay and pto cut throat and need to stand out,US,state_code:FL
100461549,Culture and Opp to grow,culture and opp to grow,work life balance can be a bit better,5.0,2025-10-06,Senior Manager,"Malta, MT",REGULAR,Culture and Opp to grow culture and opp to grow work life balance can be a bit better,US,state_code:MT
100454635,Pay mobility young team environment,pay mobility young team environment,hours boring work can be competitive,5.0,2025-10-05,Audit Associate,"Columbus, OH",REGULAR,Pay mobility young team environment pay mobility young team environment hours boring work can be competitive,US,state_code:OH
100454143,easy fun good experience not too much work,- easy fun good experience - not too much work,- not alot of direction with one of the projects,5.0,2025-10-05,Discovery Intern,"Atlanta, GA",REGULAR,easy fun good experience not too much work - easy fun good experience - not too much work - not alot of direction with one of the projects,US,state_code:GA
100453971,Access to many technologies and tools,access to many technologies and tools,very poor work life balance,3.0,2025-10-05,Solutions Specialist,"Orlando, FL",REGULAR,Access to many technologies and tools access to many technologies and tools very poor work life balance,US,state_code:FL
100450927,Good WLB and working culture,good wlb and working culture,client facing challenges coming up,4.0,2025-10-05,Manager,"New York, NY",REGULAR,Good WLB and working culture good wlb and working culture client facing challenges coming up,US,state_code:NY
100444063,Salary was decent normal 3 round interview process good benefits,salary was decent normal 3-round interview process good benefits,401k match needs severe updating,3.0,2025-10-04,Manager%2C Quality %26 Risk Management,"Atlanta, GA",REGULAR,Salary was decent normal 3 round interview process good benefits salary was decent normal 3-round interview process good benefits 401k match needs severe updating,US,state_code:GA
100443676,Good benefits including a lot of firm holidays,good benefits including a lot of firm holidays,very competitive which can result in some intensional and unintentional backstabbing,3.0,2025-10-04,Manager,"Rosslyn, VA",REGULAR,Good benefits including a lot of firm holidays good benefits including a lot of firm holidays very competitive which can result in some intensional and unintentional backstabbing,US,state_code:VA
100442457,Opportunity to work on things and topics you care about if you remain persistent,opportunity to work on things and topics you care about if you remain persistent,inconsistent experience from project to project,5.0,2025-10-04,Product Strategy Manager,"Miami, FL",REGULAR,Opportunity to work on things and topics you care about if you remain persistent opportunity to work on things and topics you care about if you remain persistent inconsistent experience from project to project,US,state_code:FL
100441617,Lots of education motivated colleagues,lots of education motivated colleagues,long hours during busy season,5.0,2025-10-04,Audit & Assurance Assistant,"Denver, CO",REGULAR,Lots of education motivated colleagues lots of education motivated colleagues long hours during busy season,US,state_code:CO
100441195,Flexible work industry leading and wide resources,flexible work industry-leading and wide resources,long hours political cannot promote unrealistic expectations,4.0,2025-10-04,Senior Associate,"New York, NY",REGULAR,Flexible work industry leading and wide resources flexible work industry-leading and wide resources long hours political cannot promote unrealistic expectations,US,state_code:NY
100438322,Great people and the benefits are appropriate for the level i am on Pay is good for the location,great people and the benefits are appropriate for the level i am on pay is good for the location,management is a horror story and if youre stuck on an internal project international teams will ring you out like a sponge wlb is awful beyond imagine,2.0,2025-10-04,Solutions Analyst,"Mechanicsburg, PA",REGULAR,Great people and the benefits are appropriate for the level i am on Pay is good for the location great people and the benefits are appropriate for the level i am on pay is good for the location management is a horror story and if youre stuck on an internal project international teams will ring you out like a sponge wlb is awful beyond imagine,US,state_code:PA
100437801,Good for building connections career and getting a toolkit of skills,good for building connections career and getting a toolkit of skills,awful work-life balance have to legit block off calendar on week nights or weekends to be able to not work those times,3.0,2025-10-04,Risk and Financial Advisory Analyst,"New York, NY",REGULAR,Good for building connections career and getting a toolkit of skills good for building connections career and getting a toolkit of skills awful work-life balance have to legit block off calendar on week nights or weekends to be able to not work those times,US,state_code:NY
